mwe_template	semantic_tags
stock_NOUN controller*_NOUN	I2.2/S2mf
stock_NOUN room*_NOUN	I2.2/H2
stock_NOUN take*_*	X2.4/A9+
stock_NOUN take_*	I2.2
stock_NOUN taking_*	X2.4/A9+
stocking_* filler*_NOUN	O2/N3.2-
stocks_NOUN and_CCONJ shares_NOUN	I1.1
stomach_NOUN ache*_NOUN	B2-
stone_NOUN 's_PART throw_NOUN	N3.3-
stone_NOUN age_NOUN	T1.1.1
stone_NOUN dead_ADJ	L1- T2-
stone_NOUN washed_*	O4.3/B4
stone_NOUN work_NOUN	H1
stood_VERB a_DET fair_ADJ chance_NOUN	A7+
stood_VERB a_DET {ADV/ADJ/INTJ} good_ADJ chance_NOUN	A7+
stood_VERB by_ADP	A1.1.1 M8 S8+
stood_VERB much_* chance_NOUN	A7+
stood_VERB on_ADP *_DET {DET/NUM} feet_NOUN	S5-
stood_VERB out_ADV like_ADP a_DET sore_ADJ thumb_NOUN	A11.2+
stood_VERB {ADV} by_ADV	S8+ M8 A1.1.1
stood_VERB {ADV} out_ADV	A11.2+
stood_VERB {ADV} out_ADV a_DET {ADJ/INTJ} mile_NOUN	A11.2+
stood_VERB {ADV} over_ADV *_DET {ADJ/INTJ} shoulder_NOUN	X3.4
stood_VERB {ADV} up_ADV {ADV} to_ADP	S1.2.5+ A1.1.1
stood_VERB {DET} chance_NOUN	A7+
stood_VERB {PRON/ADV/Np} up_ADV	M1 M2 S3.2-
stop*_* {ADV} off*_*	M8
stop*_* {ADV} on_ADV	T2++
stop*_* {ADV} over*_*	M8
stop*_* {PRON/ADV/Np} in_ADP *_DET tracks_NOUN	T2-
stop_* gap*_NOUN	T1.3-
storage_NOUN space*_NOUN	A9+/M7
storm*_* {ADV} off_ADV	M1
storm*_* {ADV} out_ADV	M1/E3-
storm*_* {ADV} up_ADV	M1
storm_NOUN drain*_NOUN	H2
storm_NOUN in_ADP a_DET {ADJ/INTJ} teacup_NOUN	A11.1-
story_NOUN board*_NOUN	Q4.3/Q1.2
story_NOUN line*_NOUN	Q4
straight_* away_*	N3.8+
straight_* laced_*	S1.2.4+
straight_* out_*	A10+
straight_ADJ As_SYM	A5.1+/P1
straight_ADJ forward_ADJ	A5.2+ A12+
straight_ADJ forwardness_NOUN	A5.2+ A12+
straight_ADV off_ADV	N3.8+
straight_ADV through_ADV	N5.1+
straight_ADV to_ADP the_DET point_NOUN	A5.2+
straight_ADV up_ADV	A5.2+ N3.8+
straighten*_* {PRON/ADV/Np} out_ADV	M2 X9.2+ G2.2+/A2.1
straighten*_* {PRON/ADV/Np} up_ADV	A1.1.1 M1
strapped_* for_ADP	N5-
straw_* weight_* title_NOUN	K5.1/X9.2+
straw_NOUN bale*_NOUN	O2/F4
straw_NOUN hut*_NOUN	H1
straw_NOUN poll*_NOUN	G1.2
stream_NOUN line*_*	N3.2-/A2.1
stream_NOUN lining_*	N3.2-/A2.1
stream_NOUN of_ADP consciousness_NOUN	X2.1
street_NOUN artist*_NOUN	C1/S2mf
street_NOUN car*_NOUN	M3fn
street_NOUN children_NOUN	H4-/T3-/S2mf
street_NOUN collection*_NOUN	I1/A9+
street_NOUN corner*_NOUN	H3
street_NOUN corner_NOUN shop*_NOUN	I2.2/H1
street_NOUN cred_NOUN	A5.4+/A8
street_NOUN cred_NOUN	O4.2+
street_NOUN directories_NOUN	Q4.1/H3
street_NOUN directory_NOUN	Q4.1/H3
street_NOUN door*_NOUN	H2
street_NOUN duties_NOUN	G2.1/H3
street_NOUN entertainer*_NOUN	K4/S2mf
street_NOUN girl*_NOUN	S3.2/S2.1f
street_NOUN kid*_NOUN	G2.1-/S2mf
street_NOUN light*_NOUN	O4.3/H3
street_NOUN parties_NOUN	S1.1.3+
street_NOUN party_NOUN	S1.1.3+
street_NOUN raker*_NOUN	G2.2-/S2mf
street_NOUN sign*_NOUN	Q1.2/H3
street_NOUN theatre_NOUN	K4
streets_NOUN *_VERB paved_VERB with_ADP gold_NOUN	I1.1+
strengthen*_* {PRON/ADV/Np} up_ADV	O4.1/A2.1 S1.2.5+/A2.1
stress*_* {PRON/ADV/Np} out_ADV	E6-
stress*_NOUN and_CCONJ strain*_NOUN	E6-
stress_NOUN fracture*_NOUN	A1.1.2 B2-
stressed_* up_ADV	E6-
stretch*_* {PRON/ADV/Np} out_ADV	M2 N5+/A2.1 N3.3+/A2.1 T1.3+/A2.1
stretch_NOUN class*_NOUN	K5.1c
stretch_NOUN corset*_NOUN	B5
stretch_NOUN fabric*_NOUN	B5
stretch_NOUN intention_NOUN	O4.1
strictly_ADV speaking_VERB	A1.7+
strik*_* {PRON/ADV/Np} down_ADV	B2- E3-
strik*_* {PRON/ADV/Np} off_ADV	I3.2-
strike*_* a_DET note_NOUN	E2+ X2.2+
strike*_* a_DET {ADV/ADJ/INTJ} balance_NOUN	A6.1
strike*_* a_DET {ADV/ADJ} chord_NOUN	X2.2+ E2+
strike*_* while_SCONJ the_DET iron_NOUN 's_VERB hot_ADJ	N3.8+/A1.1.1
strike_* {ADV} out_ADV	E3- A11.2+
striking_* a_DET note_NOUN	E2+ X2.2+
striking_* a_DET {ADV/ADJ/INTJ} balance_NOUN	A6.1
striking_* a_DET {ADV/ADJ} chord_NOUN	X2.2+ E2+
striking_* while_SCONJ the_DET iron_NOUN 's_VERB hot_ADJ	N3.8+/A1.1.1
striking_* {ADV} out_ADV	E3- A11.2+
string*_NOUN to_ADP *_DET bow_NOUN	X9.1+
string_NOUN pulling_*	S7.1+
strip*_* {PRON/ADV/Np} back_ADV	A1.1.1
strip*_* {PRON/ADV/Np} down_ADV	A1.1.1 B5
strip*_* {PRON/ADV/Np} off_ADV	A1.1.1 B5
strip*_* {PRON/ADV/Np} out_ADV	A1.1.1
strip_* cartoon*_NOUN	Q4.2
strip_NOUN club*_NOUN	S3.2/S5+c
strip_NOUN search*_*	G2.1
stroll*_* {ADV} along_ADV	M1
stroll*_* {ADV} back_ADV	M1
stroll*_* {ADV} in_ADV	M1
stroll*_* {ADV} off_ADV	M1
stroll*_* {ADV} out_ADV	M1
strong_ADJ minded_ADJ	S1.2.3+
strong_ADJ willed_ADJ	S1.2.3+
struck_* a_DET {ADV/ADJ/INTJ} balance_NOUN	A6.1
struck_* a_DET {ADV/ADJ} chord_NOUN	X2.2+ E2+
struck_* on_*	E2+
struck_* {ADV} out_ADV	E3- A11.2+
struck_VERB dumb_ADJ	E5-
struck_VERB {PRON/ADV/Np} down_ADV	B2- E3-
struck_VERB {PRON/ADV/Np} off_ADV	I3.2-
structural_ADJ engineering_NOUN	Y1
structure_NOUN phonic_ADJ programme_NOUN	P1
structured_ADJ data_NOUN	Y2
struggl*_* {ADV} on_ADV	T2++/A12-
stub*_* {PRON/ADV/Np} out_ADV	O4.6-
stubborn_ADJ as_* mules_NOUN	S1.2.3+
stubborn_ADJ as_ADP a*_DET {ADJ/INTJ} ox_NOUN	S1.2.3+
stubborn_ADJ as_ADP a_DET {ADJ/INTJ} mule_NOUN	S1.2.3+
stuck*_* {ADV} in_ADP *_DET {ADJ/INTJ} head_NOUN	X2.2+
stuck*_VERB {ADV} with_ADP	A2.1- S5+
stuck_* around_ADV	M8
stuck_* for_ADP words_NOUN	X2.2-/Q2.1
stuck_* in_ADP the_DET {ADJ/INTJ} mud_NOUN	A2.1-
stuck_* {PRON/ADV/Np} out_ADV	A11.2+ O4.4 T2++ M2
stuck_* {PRON/ADV/Np} together_ADV	A1.7+ S5+
stuck_* {PRON/ADV/Np} up_ADV	M2 S8+ G2.1- S1.2.3+
stuck_VERB *_DET {ADJ/INTJ} oar_NOUN in_ADV	S1.1.3+
stuck_VERB at_ADP	T2++
stuck_VERB in_ADP a_DET {ADJ/INTJ} rut_NOUN	A2.1-
stuck_VERB {ADV} out_ADV like_ADP a_DET sore_ADJ thumb_NOUN	A11.2+
stud_NOUN farm*_NOUN	F4
student_NOUN 's_PART union*_NOUN	P1/S5+c
student_NOUN accommodation_NOUN	H4/P1
student_NOUN bodies_NOUN	P1/S5+c
student_NOUN body_NOUN	P1/S5+c
student_NOUN card*_NOUN	Q1.2/P1
student_NOUN counsellor*_NOUN	P1/S2mf
student_NOUN entertainment*_NOUN	K1/P1
student_NOUN grant*_NOUN	I1.1/P1
student_NOUN house*_NOUN	H1/P1
student_NOUN loan*_NOUN	I1.1/P1
student_NOUN night*_NOUN	T1.3/P1
student_NOUN numbers_NOUN	P1/N5
student_NOUN population*_NOUN	P1/S2c
student_NOUN services_NOUN	P1
student_NOUN teacher*_NOUN	P1/S2mf
studenty_ADJ type_NOUN music_NOUN	K2/P1
studio_NOUN flat*_NOUN	H1
studio_NOUN room*_NOUN	K2/H2c
study_NOUN day*_NOUN	P1/T1.3
stuff*_* *_DET {ADJ/INTJ} face*_NOUN	F1/B1
stuff*_* {PRON/ADV/Np} down_ADV	M2 F1
stuff*_* {PRON/ADV/Np} up_ADV	B2-
stuff_* *_PRON	Z4
stuff_* like_* that_DET	Z8/A6.1+
stuff_VERB you_PRON	Z4
stuffed_ADJ shirts_NOUN	S7.1+/S2mf
stumbl*_* {ADV} around_ADV	M1/A12-
stumbl*_* {ADV} back_ADV	M1
stumble*_* {ADV} across_*	A10+ M1
stumbling_* block*_NOUN	A12-
stumbling_* {ADV} across_*	A10+ M1
stunk_VERB to_ADP high_ADJ heaven_NOUN	X3.5++
sub_* branch*_NOUN	S5+/N3.2-
sub_* district_NOUN	M7
sub_* division*_NOUN	S5+c N5.1-
sub_* group*_*	S5+c
sub_* mariner*_*	M4/S2mf
sub_* tropical_ADJ	W4
sub_* unit*_NOUN	S5+c
subject_* matter_NOUN	X4.1
subject_ADP to_ADP	Z5
subject_ADP to_ADP	S7.1-
subject_NOUN area*_NOUN	A4.1
submarine_NOUN braking_NOUN	M3
subscription_NOUN magazine*_NOUN	Q4.2
subsequent_ADP to_ADP	N4
success_NOUN rate*_NOUN	X9.2+/N5
success_NOUN stories_NOUN	X9.2+
success_NOUN story_NOUN	X9.2+
such_* a_DET	A13.3
such_ADP as_ADP	Z5
such_DET and_CCONJ such_DET	Z8
such_SCONJ that_SCONJ	Z5
suck*_* {ADV} up_ADV to_ADP	S7.1-
suck*_* {PRON/ADV/Np} in_*	A1.1.1 A1.8+ B1
suck*_* {PRON/ADV/Np} out_ADV	B1 A1.1.1
sucker*_NOUN up_ADV	A9+/S2mf
suffer*_VERB fools_NOUN gladly_ADV	S1.2.1+
sugar_NOUN almond*_NOUN	F1
sugar_NOUN cane_NOUN	L3
sugar_NOUN carbohydrate*_NOUN	O1
sugar_NOUN daddies_NOUN	I1.1/S2.2m
sugar_NOUN daddy_NOUN	I1.1/S2.2m
sugar_NOUN drink*_NOUN	F2
sugar_NOUN free_ADJ	O1.1
sugar_NOUN level*_NOUN	O1/N5
sugar_NOUN lump*_NOUN	F1
sugared_ADJ almond*_NOUN	F1
sum*_* {PRON/ADV/Np} up_*	Q2.2 A11.1+ N2
summa_* cum_* laude_*	P1
summer_NOUN ball*_NOUN	K1
summer_NOUN break*_NOUN	T1.3/K1
summer_NOUN holiday*_NOUN	K1/T1.3
summer_NOUN school*_NOUN	P1/T1.3c
summer_NOUN vacation*_NOUN	K1/T1.3
sumo_NOUN wrestler*_NOUN	K5.1/S2.1m
sun*_* *_PRON	K1/W4
sun_NOUN astrology_NOUN	S9
sun_NOUN bathing_NOUN	K1/W4
sun_NOUN bed*_NOUN	B3/H5
sun_NOUN dried_VERB tomato*_NOUN	F1
sun_NOUN roof*_NOUN	M3
sun_NOUN stroke_NOUN	B2-/W4
sun_NOUN tan_*	B1/W4
sun_NOUN tan_* lotion*_NOUN	B4/O1.1
sun_NOUN worshipper*_NOUN	W4/S2mf
sunflower_NOUN margarine*_NOUN	F1
sunflower_NOUN oil_NOUN	O1.2
sung_VERB {ADV} along_ADV	K2
sunk_* {ADV} in_ADV	X2.3+ M1
super_* annuation_NOUN	I1.1
super_* duper_*	A5.1+
super_ADJ confident_ADJ	E6++
super_ADJ league_NOUN	K5.1+/S5c
super_ADJ power*_NOUN	S7.1+/M7c
super_ADJ sonic_ADJ	N3.8+
super_ADJ tram*_NOUN	M3fn
superintendent_NOUN registrar*_NOUN	G1.1/S2mf
supervised_ADJ learning_NOUN	P1/X2.3+ Y2
supervised_ADJ technique*_NOUN	Y2
supervision_NOUN order*_NOUN	G2.1
supervisor_NOUN cleaner*_NOUN	B4/S2mf
supply_NOUN chain*_NOUN	I2.2 I4
supply_NOUN teaching_NOUN	P1
support_NOUN group*_NOUN	S8+/S5+c
support_NOUN guy*_NOUN	S8+/S2.2m
sur_X place_X	A2.1+
sure_ADJ enough_ADV	Z4
surf_NOUN dude*_NOUN	M4/S2mf
surface_NOUN dust_NOUN	O1.1
surgical_ADJ appliance*_NOUN	B3
surpris*_* {PRON/ADV/Np} out_ADV	E5-
survival_NOUN bag*_NOUN	O2/K1
suspension_NOUN bridge*_NOUN	H1
suspension_NOUN pocket*_NOUN	Q1.2
suss*_* {PRON/ADV/Np} out_ADV	X2.5+ X2.4
swallow*_* {PRON/ADV/Np} up_ADV	S7.1+ A9+/N5.1+ A1.8+
swan*_* around_ADV	M1/K1 M1/S1.2.3+
swan*_* {ADV} off_ADV	M1
swap*_* {PRON/ADV/Np} around_ADV	A2.1+
swap*_* {PRON/ADV/Np} over_ADV	A2.1+
swear*_* blind_ADJ	Q2.2
swear*_* {PRON/ADV/Np} in_ADV	Q2.2
swear_NOUN word*_NOUN	Q3/S1.2.4-
sweat_NOUN shirt*_NOUN	B5
sweep*_* {PRON/ADV/Np} away_ADV	B4 A1.1.2 E1
sweep*_* {PRON/ADV/Np} out_ADV	B4 M1 M2 S7.1+
sweep*_* {PRON/ADV/Np} up_ADV	B4 M2
sweet_ADJ and_CCONJ sour_ADJ	F1
sweet_ADJ meat*_NOUN	F1
sweet_ADJ peas_NOUN	L3
sweet_ADJ tooth_NOUN	F1/E2+
sweet_NOUN dish*_NOUN	F1/O2 F1
sweet_NOUN paper*_NOUN	O2
sweet_NOUN trolley*_NOUN	F1/H5
sweet_NOUN wrapper*_NOUN	O2
sweeten*_* {PRON/ADV/Np} up_ADV	S1.2.1+/A2.1
swell*_* {ADV} up_ADV	N3.4+/A2.1
swept_* {PRON/ADV/Np} away_ADV	B4 A1.1.2 E1
swept_VERB {PRON/ADV/Np} out_ADV	B4 M1 M2 S7.1+
swim*_* {ADV} out_ADV	M4
swimming_* bath*_NOUN	M4/H1c
swimming_* pool*_NOUN	M4/M7
swimming_NOUN club*_NOUN	K5.1/S5+c
swimming_NOUN gala*_NOUN	K5.1
swimming_NOUN medal*_NOUN	K5.1
swimming_NOUN suit*_NOUN	B5/M4
swimming_NOUN teacher*_NOUN	K5.1/S2mf
swimming_NOUN team*_NOUN	K5.1/S5+c
swing*_* {ADV} off_ADV	M1 A2.1+
swing*_* {PRON/ADV/Np} back_ADV	M2 M1
swing*_* {PRON/ADV/Np} round_ADV	M1 M2
swinging_ADJ sixties_NUM	T1.3
swings_NOUN and_CCONJ roundabouts_NOUN	A9
swipe_* card_NOUN	O2/M1
switch*_* {PRON/ADV/Np} off_ADV	O3 X5.1-
switch*_* {PRON/ADV/Np} on_ADV	O3 X5.1+
switch*_* {PRON/ADV/Np} round_ADV	A2.1+
swivel_NOUN chair*_NOUN	H5
swizz*_* {PRON/ADV/Np} around_ADV	M2
swor*_VERB blind_ADJ	Q2.2
sworn_VERB {PRON/ADV/Np} in_ADV	Q2.2
swung_VERB {PRON/ADV/Np} back_ADV	M2 M1
synagogue_NOUN council*_NOUN	S9/S5+c
synchronised_ADJ swimming_NOUN	K5.1
system*_NOUN management_NOUN	Y2
system*_NOUN manager*_NOUN	Y2/S2mf
systems_NOUN analysis_NOUN	Y2
systems_NOUN analyst*_NOUN	Y2/S2mf
t-ball_NOUN stand*_NOUN	K5.1
table_* d'_* hôte_*	F1
table_NOUN football_NOUN	K5.2
table_NOUN salt_NOUN	F1
table_NOUN tennis_NOUN	K5.1
tables_NOUN *_VERB turned_VERB	A2.1+
tabloid_ADJ press_NOUN	Q4.2
tack*_* {PRON/ADV/Np} on_ADV	S1.1.3+ N5+/A2.1 A1.1.1
tackling_NOUN cushion*_NOUN	K5.1
tag*_* {ADV} along_ADV	S1.1.3+
tai-chi_NOUN class*_NOUN	K5.1/P1c
tail*_* {ADV} off_ADV	N5-/A2.1
tail_* between_ADP *_DET {ADJ/INTJ} legs_NOUN	E4.1-
tail_NOUN end_NOUN	T2-
tailor*_* {PRON/ADV/Np} off_ADV	N3.2-/A2.1
tak*_* *_DET pick_NOUN	X7+
tak*_* *_DET {ADJ/INTJ} time_NOUN	N3.8-
tak*_* a_DET stand_NOUN	G1.2
tak*_* a_DET {ADJ/INTJ} long_ADJ time_NOUN	T1.3+
tak*_* it_PRON easy_*	K1
tak*_* it_PRON in_ADP turns_NOUN	S1.1.2+
tak*_* its_DET course_NOUN	A1.1.1
tak*_* silk_NOUN	G2.1
tak*_* stock_NOUN	X2.1
tak*_* that_DET to_* mean_*	X2.1
tak*_* the_DET rough_ADJ with_ADP the_DET smooth_ADJ	E6+
tak*_* the_DET {ADJ/INTJ} biscuit_NOUN	N5.1+
tak*_* the_DET {ADJ/INTJ} door_NOUN	M1
tak*_* the_DET {ADJ/INTJ} fun_NOUN out_ADP of_ADP	E4.1+
tak*_* the_DET {ADJ/INTJ} mickey_NOUN	E4.1+
tak*_* the_DET {ADJ/INTJ} piss_NOUN	E4.1+
tak*_* the_DET {ADV/ADJ} steps_NOUN	A1.1.1
tak*_* their_DET course_NOUN	A1.1.1
tak*_* {ADJ/DET} offence_NOUN	S1.2.4-
tak*_* {ADJ/DET} pride_NOUN in_ADP	S1.2.3+
tak*_* {ADV/ADJ/DET} account_NOUN {ADV} of_ADP	A1.8+
tak*_* {ADV/ADJ/DET} exception_NOUN	E2-
tak*_* {ADV/ADJ/DET} precautions_NOUN	A1.3+
tak*_* {ADV/ADJ} control_NOUN	S7.1+
tak*_* {ADV/ADJ} offence_NOUN	E4.1-
tak*_* {ADV} after_*	A6.1+
tak*_* {ADV} no_DET {ADJ/INTJ} notice_NOUN	X5.1- A1.9
tak*_* {ADV} to_ADP	E2+ T2+
tak*_* {DET/INTJ/Np/ADV/ADJ} stick_NOUN from_ADP	Q2.2
tak*_* {DET} notice_NOUN	X5.1+
tak*_* {PRON/ADV/Np} *_ADV	X2.1/Df
tak*_* {PRON/ADV/Np} away_*	M2 F1 N2
tak*_* {PRON/ADV/Np} forward_ADV	T2++ M2
tak*_* {PRON/ADV/Np} in_ADP *_DET stride*_NOUN	E6+
tak*_* {PRON/ADV/Np} in_ADP *_DET {ADJ/INTJ} stride_NOUN	E6+
tak*_* {PRON/ADV/Np} one_NUM day_NOUN at_ADP a_DET time_NOUN	N3.8-
tak*_* {PRON/ADV/Np} one_NUM step_NOUN at_ADP a_DET time_NOUN	N3.8-
tak*_* {PRON/ADV/Np} seriously_*	E4.1-
tak*_* {PRON/Np} lying_VERB down_ADV	S1.2.3-
tak*_* {PRON/Np} with_ADP a_DET pinch_NOUN of_ADP salt_NOUN	A5.2-
tak*_VERB it_PRON back_ADV	A2.1/Q2.2
tak*_VERB the_DET blame_NOUN	G2.1 G2.2+
take*_* *_DET {ADJ/INTJ} fancy_NOUN	E2+
take*_* *_DET {ADJ/INTJ} mind_NOUN {ADV} off_*	X5.1-
take*_* *_DET {ADJ/INTJ} turn_NOUN	N4
take*_* a_DET {ADJ/INTJ} look_NOUN	X2.4 X3.4
take*_* a_DET {ADJ/INTJ} nose_NOUN dive_NOUN	N5-/A2.1 X9.2-
take*_* a_DET {ADJ/INTJ} puff_NOUN	F3
take*_* advantage_NOUN	S1.2.2+
take*_* it_PRON out_ADP of_ADP *_PRON	B2-
take*_* place_NOUN	A1.1.1
take*_* the_DET plunge_NOUN	A1.1.1
take*_* the_DET {ADJ/INTJ} cream_NOUN off_ADP the_DET {ADJ/INTJ} cake_NOUN	A1.1.2
take*_* the_DET {ADJ/INTJ} lead_NOUN	S7.1+
take*_* the_DET {ADJ/INTJ} trouble_NOUN	X8+
take*_* up_ADV the_DET slack_NOUN	A1.7
take*_* up_ADV the_DET {ADJ/INTJ} reins_NOUN	S7.1+
take*_* {ADJ/DET} notice_NOUN of_*	X5.1+
take*_* {ADJ} care_NOUN of_ADP	S8+ A1.1.1
take*_* {ADJ} effect_NOUN	T2+
take*_* {ADV/DET} heed_NOUN	X5.1+
take*_* {ADV/DET} part_NOUN	S1.1.3+
take*_* {ADV} much_DET notice_NOUN	X5.1+
take*_* {DET/Np} word_NOUN for_ADP	S1.1.2+
take*_* {PRON/ADV/DET/Np} in_ADV	X2.3+ H4 G2.2- M2 A9+ N3.2-/A2.1 A1.8+
take*_* {PRON/ADV/Np} apart_ADV	A1.1.1 X2.4
take*_* {PRON/ADV/Np} back_ADV	M2 Q2.2 T1.1.1 E5-
take*_* {PRON/ADV/Np} by_ADP surprise_NOUN	E5-
take*_* {PRON/ADV/Np} down_ADV	M2 Q1.2 A5.1-/A2.1 N5-/A2.1
take*_* {PRON/ADV/Np} for_ADP granted_*	X2.1-
take*_* {PRON/ADV/Np} home_*	M2 I1.1/I3.1
take*_* {PRON/ADV/Np} in_ADP *_DET {ADJ/INTJ} stride_NOUN	E6+
take*_* {PRON/ADV/Np} into_ADP account_NOUN	A1.8+
take*_* {PRON/ADV/Np} into_ADP consideration_NOUN	X2.1
take*_* {PRON/ADV/Np} off_ADV	X9.2+ M5 M2 N5-/A2.1 K1 M1 A1.1.1 A5.4-
take*_* {PRON/ADV/Np} off_ADV *_DET hands_NOUN	A9+
take*_* {PRON/ADV/Np} on_* board_*	X2.3+
take*_* {PRON/ADV/Np} on_ADV	A9+ S7.3+ M2 I3.1 A1.1.1
take*_* {PRON/ADV/Np} over_*	S7.1+/A2.1 M2
take*_* {PRON/ADV/Np} up_ADV	A9+ T2+ A1.5.1 M2 N3.7-/A2.1
take*_* {PRON/Np} further_*	T2++
take*_VERB *_DET {ADJ/INTJ} breath_NOUN away_ADV	E5- O4.2+
take*_VERB a_DET back_ADJ seat_NOUN	S1.1.3- A11.1-
take*_VERB a_DET fancy_ADJ to_PART	E2+
take*_VERB a_DET lead_NOUN	A6.1+ S7.1+
take*_VERB a_DET {ADJ/INTJ} gamble_NOUN	A1.4
take*_VERB a_DET {ADV/ADJ/INTJ} share_NOUN	S1.1.2+
take*_VERB a_DET {ADV/ADJ} dip_NOUN	M4
take*_VERB ill_ADJ	B2-
take*_VERB it_PRON easy_ADJ	K1 Z4
take*_VERB it_PRON the_DET wrong_ADJ way_NOUN	E4.1-
take*_VERB it_PRON {DET} in_ADP *_DET stride_NOUN	E6+
take*_VERB its_DET toll_NOUN	A1.1.2
take*_VERB not_PART well_ADV	B2-
take*_VERB place_NOUN	A1.1.1
take*_VERB some_DET beating_NOUN	A5.1+
take*_VERB the_DET edge_NOUN off_ADP of_ADP	X5.2-/A2.1
take*_VERB the_DET heat_NOUN out_ADP of_ADP	E3+/A2.1
take*_VERB the_DET steam_NOUN out_ADP of_ADP	X5.2-/A2.1
take*_VERB the_DET {ADJ/INTJ} mick_NOUN	E4.1+
take*_VERB the_DET {ADJ/INTJ} mickey_NOUN out_ADP of_ADP	E4.1+
take*_VERB the_DET {ADJ/INTJ} water*_NOUN	B3
take*_VERB to_ADP	E2+
take*_VERB to_ADP {PRON/Np} like_ADP a_DET duck_NOUN to_ADP water_NOUN	X9.1+
take*_VERB turns_NOUN	S1.1.2+
take*_VERB {ADJ} charge_NOUN	S7.1+
take*_VERB {ADV} bad_*	B2-
take*_VERB {INTJ/ADJ/DET} messages_NOUN	Q1.2
take*_VERB {INTJ/ADJ/DET} notice_NOUN	X5.1+
take*_VERB {PRON/ADV/Np} apart_ADV	A1.1.1/N5.1- X2.4
take*_VERB {PRON/ADV/Np} around_ADV	M2
take*_VERB {PRON/ADV/Np} down_ADV a_DET peg_NOUN	S1.2.3-/A2.1
take*_VERB {PRON/ADV/Np} in_ADP hand_NOUN	A1.1.1
take*_VERB {PRON/ADV/Np} out_ADV	M2 S1.1.1 S3.2 A9+ G3 L1-
take*_VERB {PRON/ADV/Np} out_ADV on_ADP	E3-
take*_VERB {PRON/ADV/Np} round_ADV	M2
take*_VERB {PRON/ADV/Np} to_ADP heart_NOUN	E4.1- E2+
take*_VERB {PRON/ADV/Np} to_ADP {ADJ/INTJ} court_NOUN	G2.1
take*_VERB {PRON/Np} all_DET *_DET time_NOUN to_PART	A12-
take*_VERB {PRON/Np} at_ADP face_NOUN value_NOUN	A8
take*_VERB {PRON/Np} in_* good_ADJ part_NOUN	S1.2.1+
take*_VERB {PRON/Np} to_ADP the_DET {ADJ/INTJ} cleaners_NOUN	G2.2-
take*_VERB {PRON} easy_ADJ	K1
take_* *_DET eye_NOUN	A11.2+
take_* away_* carton*_NOUN	O2/F1
take_* away_* shop*_NOUN	F1/I2.2c
take_* home_* pay_NOUN	I1.1/I3.1
take_* {ADV/ADJ} advantage_NOUN {ADV} of_ADP	S8+ G2.2-
take_* {ADV/ADJ} note_NOUN	X5.1+
take_* {PRON/ADJ/DET} trouble_NOUN	X8+
take_* {PRON/ADV/ADJ} time_NOUN over_*	N3.8-
take_* {PRON/Np} for_ADP a_DET {ADV/ADJ} ride_NOUN	G2.2- M2
take_* {PRON/Np} upon_ADP *_PRON	X7+
take_VERB it_PRON or_CCONJ leave_VERB it_PRON	S6+
taken_VERB {ADV} aback_ADV	E5-
taking_* *_DET eye_NOUN	A11.2+
taking_* *_DET {ADJ/INTJ} breath_NOUN away_ADV	E5- O4.2+
taking_* *_DET {ADJ/INTJ} fancy_NOUN	E2+
taking_* *_DET {ADJ/INTJ} mind_NOUN {ADV} off_*	X5.1-
taking_* *_DET {ADJ/INTJ} turn_NOUN	N4
taking_* a_DET back_ADJ seat_NOUN	S1.1.3-
taking_* a_DET fancy_ADJ to_PART	E2+
taking_* a_DET lead_NOUN	A6.1+ S7.1+
taking_* a_DET {ADJ/INTJ} gamble_NOUN	A1.4
taking_* a_DET {ADJ/INTJ} nose_NOUN dive_NOUN	N5-/A2.1 X9.2-
taking_* a_DET {ADV/ADJ/INTJ} share_NOUN	S1.1.2+
taking_* a_DET {ADV/ADJ} dip_NOUN	M4
taking_* advantage_NOUN	S1.2.2+
taking_* it_PRON easy_ADJ	K1
taking_* it_PRON out_ADP of_ADP *_PRON	B2-
taking_* it_PRON the_DET wrong_ADJ way_NOUN	E4.1-
taking_* it_PRON {DET} in_ADP *_DET stride_NOUN	E6+
taking_* its_DET toll_NOUN	A1.1.2
taking_* not_PART well_ADV	B2-
taking_* place_NOUN	A1.1.1
taking_* the_DET edge_NOUN off_ADP of_ADP	X5.2-/A2.1
taking_* the_DET heat_NOUN out_ADP of_ADP	E3+/A2.1
taking_* the_DET steam_NOUN out_ADP of_ADP	X5.2-/A2.1
taking_* the_DET {ADJ/INTJ} cream_NOUN off_ADP the_DET {ADJ/INTJ} cake_NOUN	A1.1.2
taking_* the_DET {ADJ/INTJ} lead_NOUN	S7.1+
taking_* the_DET {ADJ/INTJ} mick_NOUN	E4.1+
taking_* the_DET {ADJ/INTJ} mickey_NOUN	E4.1+
taking_* the_DET {ADJ/INTJ} trouble_NOUN	X8+
taking_* the_DET {ADJ/INTJ} water*_NOUN	B3
taking_* to_ADP	E2+
taking_* to_ADP {PRON/Np} like_ADP a_DET duck_NOUN to_ADP water_NOUN	X9.1+
taking_* turns_NOUN	S1.1.2+
taking_* up_ADV the_DET {ADJ/INTJ} reins_NOUN	S7.1+
taking_* {ADJ} care_NOUN of_ADP	S8+ A1.1.1
taking_* {ADJ} charge_NOUN	S7.1+
taking_* {ADV/ADJ} advantage_NOUN {ADV} of_ADP	S8+ G2.2-
