mwe_template	semantic_tags
veleiro_noun de_prep um_det só_adj mastro_noun	I4/S2mf O2 M4fn
veludo_noun cotelê_verb	O1.1
vencimento_noun de_prep um_det título_noun	T3+
venda_noun a_prep varejo_noun	I2.2
venda_noun em_prep leilão_noun	I2.2
venda_noun por_prep atacado_noun	I2.2 N5.1+
vendedor_noun de_prep ferragens_noun	I2.2/S2mf
vento_noun oeste_noun	M6
verba_noun orçamentária_adj	A9+ I1
versado_verb em_prep	X2.2+
verso_noun branco_noun	Q3
vestido_noun de_prep noite_noun	B5
vestíbulo_noun auricular_adj	B1
via_noun expressa_adj	L2mfnc F1 G3
via_noun fluvial_adj	O1.2/M4
viagem_noun de_prep ida_noun e_conj volta_noun	M1
vias_noun aéreas_adj	M5 B3
vias_noun respiratórias_adj	M5 B3
vida_noun futura_adj	S9
vida_noun pós-morte_adj	S9
vide_noun "_punc confer_noun "_punc	Z5/A6
vigésima_adj primeira_noun	N4
visto_verb que_conj	Z5/A2.2
vitória_noun consagradora_adj	X9.2++ W3
vitória_noun fácil_adj	S3.2
vocais_adj de_prep acompanhamento_noun	K2
vocal_adj "_punc de_prep fundo_noun "_punc	K2
você_pron mesmo_adv	Z8
volume_noun complementar_adj	Q4.1
volume_noun de_prep o_det som_noun	M2 K5.1 X7+ M1 X3.2 H1 M7/K5.1 N5 O1.2
voto_noun afirmativo_adj	Z4
vôo_noun planado_verb	M1 M5 Q3%
web_noun browser_adj	X2.4/S2mf Y2%
xícara_noun de_prep chá_noun	F2/O2
zona_noun eleitoral_adj	I2.2/H1c M7/G2.1 H1 H3
à_prep frente_noun	M6 N4 T1.1.3
à_prep hora_noun	N6
à_prep maneira_noun de_prep	A6.1+ E2+ Z4 Z5
à_prep margem_noun de_prep	M6 S5+ Z5
à_prep noite_noun	N6+
à_prep parte_noun	A6.1- M6 A10- A9+ N3.3+ A1.8- S1.1.3- Q2.1/A1.2-
à_prep popa_noun	M6/M4 M4
à_prep prova_noun	A11.1+ M6 S7.1+ Z4
à_prep prova_noun de_prep bala_noun	A15+/G3
à_prep prova_noun de_prep erros_noun	A15+
à_prep prova_noun de_prep intempéries_noun	A1.1.1/W4 B5/W4
à_prep prova_noun de_prep água_noun	B5/O1.2- O4.1/O1.2-
à_prep prumo_noun	A5.1+ F1 M6 A5.3+% X2.5+
à_prep queima-roupa_noun	A5.2+ N3.3-
à_prep revelia_noun	A1.9
à_prep risca_noun	A4.2+ A5.3+
à_prep toa_noun	A1.4 A1.5.2-
à_prep venda_noun	I2.2
à_prep vista_noun	A11.2+
à_prep vontade_noun	N3.8-
à_prep água_noun	N5.2+ M6
às_prep cegas_noun	X3.4- X2.5-
às_prep pressas_noun	X5.2+ E3-
às_prep vezes_noun	N6 N6-
água_noun derramada_verb	O1.2 F1 B4/G2.1@ O1.2/M2
água_noun mineral_adj	F2
álamo_noun tremedor_adj	L3
área_noun cercada_verb	Q1.2 M7 A1.8+ A10-
área_noun cercada_verb em_prep uma_det residênci_verb	A2.1+ A5.1-/A2.1 H3 H4 O1 A6.3+ G2.1/M6 Q3%
área_noun de_prep trabalho_noun	H5
área_noun residencial_adj	M6
árvore_noun frutífera_adj	A9+/S2mf
árvore_noun genealógica_adj	S4
época_noun de_prep a_det vindima_noun	T3 F2 T3+
índio_noun dacota_adj	Z2
óculos_noun de_prep sol_noun	B5/X3.4
óleo_noun de_prep freio_noun	O1.2
óleo_noun de_prep rícino_noun	O1.2
órgãos_noun genitais_adj	M6
ônibus_noun de_prep dois_num andares_noun	O2/M3

